Gene1,Gene2,Read counts,In iPRINT_A,In iPRINT_B,In iPRINT_C,Read count_iPRINT_A,Read count_iPRINT_B,Read count_iPRINT_C
BLOC1S2,AHR,20,1,0,0,20,0,0
STMP1,MTMR12,15,1,0,0,15,0,0
DFFB,CD2AP,13,1,0,0,13,0,0
MDM4,C15orf40,15,0,0,1,0,0,15
NME6,ASB11,19,0,0,1,0,0,19
ARIH2,ADAR,17,0,0,1,0,0,17
OXNAD1,CEP57L1,33,1,1,1,1,30,2
UBOX5,MZT2A,15,0,1,0,0,15,0
FBXL22,ENAH,60,1,1,1,57,2,1
TAF8,CCSER1,25,1,0,1,3,0,22
TG,LOC100130451,45,1,1,1,17,11,17
ZNF286A,ATF6,31,0,0,1,0,0,31
ZMAT3,CCL5,57,1,1,1,29,1,27
SNX22,MAP3K9,13,1,0,1,12,0,1
PCDH11Y,FAM177A1,18,1,0,1,1,0,17
PRKAR2A,ORAI2,16,1,0,0,16,0,0
MAP1LC3C,KIAA0319L,13,1,0,0,13,0,0
ZNF682,ANKRD29,37,0,1,0,0,37,0
DOCK8,ASPA,14,1,0,0,14,0,0
ZBTB8OS,CYB5R3,30,0,0,1,0,0,30
DDX19A,CEP89,20,0,0,1,0,0,20
POU2AF1,ALKBH4,28,0,0,1,0,0,28
ZNF454,SYTL3,36,1,0,0,36,0,0
SEMA4F,AICDA,27,1,0,0,27,0,0
UBAP1L,GGT6,72,0,0,1,0,0,72
MINDY2,DSG3,33,1,0,0,33,0,0
TDRD12,PCID2,13,1,0,0,13,0,0
TVP23B,P2RX7,36,0,1,0,0,36,0
ZNF519,KPNA6,18,0,1,1,0,1,17
ZNF451,DBF4B,21,1,1,1,1,19,1
SYNRG,PHACTR4,21,1,1,1,10,6,5
TRMO,PPARA,18,1,1,0,17,1,0
MXRA7,ERO1A,13,0,1,0,0,13,0
ZNF331,PATJ,26,1,0,1,25,0,1
GPBAR1,AAMP,54,0,1,0,0,54,0
RASGRP4,EMC1,39,0,0,1,0,0,39
SLC35E3,ALDH6A1,47,1,1,1,29,15,3
PDPR,KIAA1841,14,0,1,0,0,14,0
PGM2L1,GTF2E1,15,1,0,0,15,0,0
TRAPPC2,GNG4,19,1,0,0,19,0,0
IL17RD,EIF2S3,13,0,1,0,0,13,0
XPNPEP3,IRAK4,27,0,1,0,0,26,0
SERPINB9,CNBP,32,1,1,0,30,2,0
PSMD1,NEK4,16,0,0,1,0,0,16
ZNF805,MANEAL,13,1,0,1,1,0,12
WDR12,TUBD1,21,0,0,1,0,0,21
MAFF,GPR155,27,1,0,0,27,0,0
ZNF527,ANKRD10,60,1,0,1,36,0,24
WDR45B,OBSCN,14,0,1,0,0,14,0
TNIP1,SLC35E3,16,1,1,1,4,1,11
IRGQ,CFI,13,1,0,0,13,0,0
TMEM212,ACBD7,86,1,1,1,42,22,22
ZNF738,TBC1D24,21,1,0,0,21,0,0
UGGT1,EFCAB11,20,1,1,0,19,1,0
TRIM58,FMN1,20,0,1,1,0,9,11
ZNF655,CCDC142,14,1,1,0,1,13,0
STAG3,GPC2,28,1,0,0,28,0,0
FCAR,CASS4,23,0,1,0,0,23,0
NIPA2,LOC107985184,18,1,0,0,18,0,0
LRP2BP,COIL,18,0,0,1,0,0,18
TRIOBP,ADAMTS17,15,0,1,0,0,15,0
TRMT9B,KLRD1,162,0,1,0,0,149,0
TMEM269,LDLR,20,1,0,0,20,0,0
SLC7A5,ASB6,13,0,0,1,0,0,13
TCP11L1,ADGRB3,33,1,1,1,21,11,1
PRXL2A,CDHR3,74,0,0,1,0,0,74
SLC43A2,MMS22L,66,1,1,0,64,2,0
C1GALT1,ATP8A2,42,0,1,0,0,42,0
HTR3B,FOXK1,19,1,1,1,1,2,16
SFI1,AK1,28,1,0,0,28,0,0
TMCO3,C5orf24,19,1,1,0,16,3,0
LOC107984562,GATD1,19,0,0,1,0,0,19
SLC16A12,SLC12A6,49,0,1,0,0,49,0
ZNF33B,MED18,97,1,0,0,97,0,0
SYT14,MTMR12,55,0,1,0,0,55,0
STAC2,LENG8,39,0,1,0,0,39,0
C6orf89,ATF7IP,23,0,1,0,0,23,0
VWA7,EIF3I,18,1,1,0,1,17,0
VTI1A,SLC20A2,14,1,0,1,9,0,5
ZNF292,C2orf49,13,0,0,1,0,0,13
ZNF749,ABL2,66,0,1,0,0,66,0
ZKSCAN3,PLCXD1,27,0,0,1,0,0,27
WIPF2,PIAS2,67,1,0,1,3,0,64
STAP1,JMY,29,0,1,0,0,29,0
ZNF454,GJC1,28,1,1,0,27,1,0
PER2,FAM129C,30,1,1,0,18,12,0
EXOSC1,CLCN5,17,1,1,0,1,16,0
PPIH,DNM1L,37,0,0,1,0,0,37
TRIM16L,FBLIM1,19,1,1,1,2,5,12
PLPP4,METTL8,16,1,0,1,6,0,10
EXOC3L2,CCL24,16,1,0,0,16,0,0
XIAP,SPATA5,31,1,0,0,31,0,0
REEP3,CRIP3,20,0,1,0,0,20,0
ISPD,COL4A3BP,15,0,1,0,0,15,0
SLC25A44,GABRG3,20,1,1,0,18,2,0
PDE6A,ADGRE2,26,0,0,1,0,0,26
TCTN1,SPAG16,19,1,1,0,14,5,0
KIAA1143,GNPAT,44,0,1,0,0,44,0
PPARA,MMEL1,23,1,1,0,22,1,0
TRMT2B,MAP3K9,18,1,0,0,16,0,0
SLC43A2,PREX2,13,0,1,0,0,13,0
TADA2A,FER,32,0,1,0,0,32,0
ST8SIA1,C19orf47,47,0,1,1,0,1,46
ZNF844,TMED4,15,1,0,0,15,0,0
PHACTR4,FKBP14,33,1,1,0,21,12,0
PPP1R3B,MBOAT1,18,0,0,1,0,0,18
MOG,GAPVD1,36,1,0,0,36,0,0
TNFRSF10B,PRKN,14,1,1,1,3,10,1
WIPF2,TMEM138,13,0,1,0,0,13,0
MAST2,DCUN1D2,119,0,1,1,0,53,66
RPL7L1,FBXW8,15,1,0,1,5,0,10
RAB42,PLEKHG4B,18,1,0,0,18,0,0
ORC4,LOC100996721,47,1,1,1,23,9,15
SLC35A5,ATG3,15,1,0,0,15,0,0
PCM1,PCDH11Y,88,1,0,0,88,0,0
SAR1B,CPT1A,13,1,1,0,7,6,0
PWWP2A,EVI5,22,1,1,0,21,1,0
GNAL,DZIP1,20,0,0,1,0,0,20
SMIM14,GPC5,31,0,0,1,0,0,31
ZNF141,GPATCH8,28,1,1,1,12,15,1
SRD5A3,POLQ,21,0,0,1,0,0,21
PEAK3,MPRIP,13,1,0,1,1,0,12
GREB1,ADRA1A,16,1,0,0,16,0,0
SLC16A10,RBM28,15,1,0,0,15,0,0
HSCB,ACER3,24,0,1,0,0,24,0
KIAA1257,EIF4E,35,1,1,0,1,34,0
POU2AF1,CNTNAP1,17,0,1,0,0,17,0
ZNF432,KDELC2,27,1,0,0,27,0,0
ORAI2,GNL3L,151,1,1,1,8,134,9
TTPAL,SLC16A4,78,0,0,1,0,0,78
ZNF2,HHIPL1,16,1,0,0,16,0,0
RBBP4,GP6,14,0,0,1,0,0,14
NDE1,IKZF3,15,1,1,0,3,12,0
TNIP1,PAN3,14,1,0,0,14,0,0
SNX2,EPB41,15,1,0,0,15,0,0
ZNF570,TMEM241,53,1,0,0,53,0,0
TMTC2,MYO6,40,1,0,0,40,0,0
RNF14,MCTS1,38,1,1,0,2,36,0
TPMT,AAK1,46,1,1,1,6,39,1
RORA,KCNN3,18,1,1,0,1,17,0
ZNF556,KRT8,15,1,0,0,15,0,0
ZNF286A,GRAMD1B,47,1,0,1,1,0,46
SERPINB9,RHBDL3,15,1,1,1,13,1,1
SLC38A7,ADAMTS4,28,0,0,1,0,0,28
ZNRF3,DUSP18,58,1,1,0,1,57,0
SCAF1,IRF3,108,1,0,0,108,0,0
HIP1,EPB41,71,1,0,0,67,0,0
TMEM116,PLEKHA1,14,1,0,0,14,0,0
RPL6,CDHR3,52,1,0,0,52,0,0
TMEM170A,MCTS1,23,1,0,0,23,0,0
GPI,CBFA2T2,38,1,1,0,36,2,0
HAUS5,DGKH,20,0,1,0,0,20,0
TTF2,DIS3,15,0,0,1,0,0,15
SIRT5,RARS2,82,0,1,0,0,82,0
STAMBP,PRKAG2,16,0,0,1,0,0,16
ZNF554,PLEKHG2,47,0,0,1,0,0,47
ZNF589,CCDC122,42,0,1,1,0,38,4
EXOSC2,ACSL6,21,1,0,0,21,0,0
GDPD1,ARMC10,19,1,0,0,19,0,0
CLSPN,ADAT2,17,1,0,0,17,0,0
SMIM14,ABCA9,16,0,0,1,0,0,16
PATE4,DZIP3,13,1,1,1,10,1,2
XIAP,GFOD2,15,1,1,1,4,2,9
PQLC2,PHGDH,19,1,0,1,2,0,17
TOR1AIP2,HRK,16,0,1,1,0,12,3
WDR27,RBMS2,18,1,0,1,16,0,2
IQCB1,ESR1,57,1,1,1,29,16,12
ZKSCAN3,LOC107984562,23,0,0,1,0,0,23
ZSCAN22,PCDH11X,43,1,1,1,38,4,1
RPL14,CPSF2,14,0,1,0,0,14,0
SOAT1,MR1,27,0,1,0,0,27,0
SMG1,ADAT2,26,0,1,0,0,26,0
NRIP3,ALDH6A1,37,0,1,1,0,13,24
KLHL6,CNNM1,13,1,0,0,13,0,0
PDPR,INIP,83,0,1,0,0,83,0
ZNF527,CARF,145,0,1,1,0,143,2
TUBGCP4,SLC35A3,58,1,0,0,58,0,0
ZNF461,ZNF333,57,1,1,1,55,1,1
RGPD6,RANBP2,26,0,1,1,0,1,25
ZNF333,PAPOLA,13,1,0,0,13,0,0
TXLNG,FAM217B,21,1,1,0,14,7,0
TMEM52B,TMEM120B,20,0,1,0,0,20,0
POLA2,ABHD11,13,1,0,0,13,0,0
RHBDL3,HUS1,19,0,0,1,0,0,19
PPP1R12B,KIAA0355,45,0,1,0,0,45,0
SSBP2,ISG20L2,39,1,1,0,38,1,0
IL17RD,DDX52,35,1,0,0,35,0,0
WDR17,MCFD2,23,1,0,0,23,0,0
SLC6A4,AFMID,24,0,0,1,0,0,24
USP3,MAP3K13,95,0,0,1,0,0,95
ZNF333,TG,25,1,0,0,25,0,0
PRKAG2,GATC,16,0,0,1,0,0,16
ZNF839,CCDC17,27,0,0,1,0,0,27
CCL5,CASP8,40,1,0,1,3,0,37
STK4,SGCE,17,1,0,0,17,0,0
MRPS10,FBXL13,14,1,0,0,14,0,0
PRELP,HHLA3,58,1,1,1,28,2,28
DFFA,CYP4V2,23,1,1,1,4,3,16
SUMO2,SIGLEC6,32,0,0,1,0,0,32
HEATR3,GSTZ1,25,0,0,1,0,0,25
INPP5B,CCDC92B,26,1,1,0,25,1,0
ZNF426,TVP23C,15,1,1,1,5,2,8
LPP,DPY19L4,84,1,0,1,81,0,3
ZNF555,KCNN3,23,0,1,1,0,6,17
ABCC9,AAK1,163,1,1,1,55,44,64
TRIP11,ACER3,37,1,1,0,31,6,0
SPPL2A,DCLRE1C,19,1,0,0,19,0,0
ZNF835,RAET1E,24,1,0,0,24,0,0
PLA2G6,MAPKAPK5,18,1,0,0,18,0,0
RELL1,RASGRP3,16,0,1,0,0,16,0
SHROOM1,DCP1A,31,1,1,0,30,1,0
TRAF6,GNE,21,0,1,1,0,12,9
TTC34,CGNL1,35,0,1,0,0,35,0
ZFP28,BORCS7,18,1,0,1,16,0,2
STRBP,MAP7D3,15,1,0,0,15,0,0
ZNF454,MTCH2,14,1,1,1,5,4,5
MMS22L,MANEAL,14,1,1,0,10,4,0
SALL4,MICAL3,14,0,1,0,0,14,0
PUS7L,FRK,15,0,1,1,0,1,14
LOC101930307,DPY19L4,27,1,0,0,27,0,0
SKA1,PTK6,13,1,1,0,8,5,0
WIPF2,SLC30A8,25,0,0,1,0,0,25
ZNF101,PIF1,25,1,0,0,25,0,0
ITGAL,DCAF10,24,0,1,0,0,24,0
NRG4,DSG3,55,1,1,1,49,3,3
SLC39A11,EIF4ENIF1,25,0,0,1,0,0,25
SF3B3,DGKH,22,1,0,1,19,0,3
TROVE2,CNR2,14,0,1,0,0,14,0
ZNF519,NCOA7,27,1,0,0,27,0,0
WDR12,NEK8,13,0,1,1,0,1,12
MYORG,DHRS7,17,0,0,1,0,0,17
TMCO3,MTMR12,26,0,0,1,0,0,26
SGSM1,IL9R,102,1,1,0,100,2,0
HTR3B,COL4A3BP,15,0,1,0,0,15,0
TBCCD1,ESYT2,13,0,0,1,0,0,13
ZNF793,SIRT3,15,1,1,0,5,10,0
SLC35B4,BICDL1,20,0,1,0,0,20,0
TRIM66,BCAS1,94,0,0,1,0,0,94
IFNLR1,ATP13A3,14,0,0,1,0,0,14
RORA,HELZ,23,0,0,1,0,0,23
RIPPLY3,NRG4,66,0,0,1,0,0,66
ZNF527,SLC50A1,68,1,1,0,1,67,0
TBC1D15,SLC26A5,35,1,1,1,12,2,21
TRIM74,LIMS1,31,1,0,0,31,0,0
SLC43A2,POLD4,22,1,1,1,1,20,1
GRK3,FBLIM1,21,1,0,1,10,0,11
ZNF283,SGO1,20,1,1,0,19,1,0
ZNF91,DMGDH,18,0,1,0,0,18,0
SPC24,PRR11,14,1,1,1,11,1,2
SLC43A2,PCDH11Y,55,1,1,0,50,4,0
TADA2B,NEK4,24,0,0,1,0,0,24
ST6GAL2,ORC4,69,1,0,0,65,0,0
F11,ADCY1,13,0,1,0,0,13,0
RPS7,CTSB,23,1,0,0,23,0,0
XPR1,ESYT2,36,0,0,1,0,0,36
TTPAL,ACADSB,19,1,0,0,19,0,0
TMEM170A,BBS7,34,1,0,0,34,0,0
SHROOM1,LOC107984115,18,0,1,1,0,17,1
PPP6R3,KREMEN1,19,1,1,1,3,2,14
PLEKHA7,IKZF3,70,1,1,0,62,8,0
RCHY1,GAS2L3,42,0,0,1,0,0,42
XPR1,PLIN3,23,0,0,1,0,0,23
L2HGDH,HS3ST3B1,22,1,1,0,3,19,0
ZNF652,MRI1,16,1,0,0,16,0,0
UGGT1,IAPP,13,0,1,0,0,13,0
ZNF141,SUGP2,27,1,1,1,25,1,1
TMEM106A,LOC101930307,75,0,1,0,0,75,0
DPP9,CASTOR2,22,1,0,0,22,0,0
ZNF426,SIGLEC6,31,0,1,1,0,2,27
MAP3K13,CRYBB3,17,1,0,0,17,0,0
SYAP1,DCTN5,14,0,0,1,0,0,14
CACNG8,ABI2,75,1,0,1,1,0,74
IGF1,CXADR,25,0,1,0,0,25,0
TMEM167A,KCNV1,15,1,0,1,7,0,8
SCAI,IRGQ,15,0,1,1,0,3,12
STEAP2,SPRYD7,13,1,0,0,13,0,0
PLEKHA2,CWC25,51,1,1,1,31,1,19
ZNF429,FUT1,31,0,1,1,0,10,21
MEAF6,BRD1,25,1,1,0,4,21,0
ZNRF3,SENP5,23,1,0,1,1,0,22
SHROOM1,ACP6,56,1,1,1,51,3,2
MTFMT,MAVS,18,1,1,0,16,2,0
RFC5,ALDH1L2,47,1,0,0,47,0,0
KCNV1,ERLEC1,14,1,0,0,14,0,0
TTPAL,HACD2,70,1,1,1,2,1,67
NUAK2,DNPEP,17,1,0,0,17,0,0
LOC100996413,CHRNB4,25,0,1,1,0,2,23
GTPBP6,ASCC1,19,0,0,1,0,0,19
ZKSCAN3,DTNB,994,1,1,1,389,348,257
SLC12A6,METTL8,102,1,1,0,99,3,0
RUNDC1,C8orf33,13,1,0,0,13,0,0
UNKL,ACTR3C,26,1,0,0,26,0,0
ZNF426,BRD1,17,1,1,1,11,2,4
NSD2,LOC101930307,100,1,0,0,100,0,0
ERVV-1,CAMK2G,21,1,0,0,21,0,0
MET,CAMK1D,19,0,0,1,0,0,19
TSKU,ENTPD1,3248,1,1,1,1600,930,718
PAICS,ADCY10,15,1,0,0,15,0,0
PIGV,CHIC2,20,1,0,0,20,0,0
SMG1,LRRC28,33,1,1,0,30,2,0
PRRG4,CD96,13,0,1,1,0,1,12
ZSWIM7,LIN54,20,0,1,0,0,20,0
ZFX,LOC107987477,20,0,0,1,0,0,20
NRG4,NR6A1,97,1,1,0,11,86,0
TBC1D15,OXNAD1,16,1,0,0,16,0,0
NYAP2,ANKS4B,14,1,0,0,14,0,0
ZNF66,ULBP1,16,1,1,0,15,1,0
LRCH3,CFLAR,339,1,0,0,325,0,0
ZNF530,AQP6,24,1,0,0,24,0,0
PHF11,CCSER2,39,0,1,1,0,1,38
HAAO,CD99,25,1,0,1,16,0,9
VPS8,FBLN2,23,1,0,0,23,0,0
PLCXD1,IFNLR1,22,1,1,1,18,1,3
LPP,ATE1,22,1,0,0,22,0,0
RNF152,KIF6,17,0,0,1,0,0,17
UGGT1,KTN1,118,1,1,0,117,1,0
SYT2,DONSON,16,1,1,1,6,1,9
ZKSCAN1,FBXL20,37,0,1,1,0,3,33
ZNF841,GCLM,17,1,0,0,17,0,0
EXPH5,CEP68,68,1,0,1,64,0,4
WDPCP,USP54,59,1,0,0,59,0,0
ZYG11B,TRPM6,13,0,0,1,0,0,13
PPP1R12B,HNRNPA1L2,23,1,0,0,23,0,0
PIGX,LIMS1,32,1,1,1,30,1,1
LAMP2,ANKRD10,17,1,0,0,17,0,0
KIF1B,DBI,13,0,1,0,0,13,0
TUBD1,IL17RD,102,1,0,1,100,0,2
PGPEP1,OTULIN,32,0,1,1,0,28,4
ZNF561,COMMD2,18,1,0,0,18,0,0
UBA1,PCNX3,15,1,0,0,15,0,0
PTPRJ,ATRN,45,1,1,1,22,9,14
ZC3H12B,DDX52,41,0,0,1,0,0,41
ZNF829,FAM217B,19,1,0,1,1,0,18
TOR1AIP2,AKAP9,173,1,0,0,171,0,0
VWA3A,AP1S3,16,1,0,0,16,0,0
RBBP4,OPA3,30,0,0,1,0,0,30
KIAA1143,EPB41,19,1,0,1,18,0,1
GLB1L,GABRG3,28,0,0,1,0,0,28
ZBTB8A,CCAR1,17,0,1,0,0,17,0
ZSCAN2,MPIG6B,23,1,0,0,23,0,0
ZNF124,SLC6A4,13,1,0,0,13,0,0
PDE4C,LOC112267928,26,1,0,1,9,0,17
ZNF215,ERICH1,18,0,0,1,0,0,18
SP140L,HDGFL3,33,0,0,1,0,0,33
METTL8,HEATR5A,16,0,1,1,0,14,2
LETM1,CPT1A,14,1,0,1,12,0,2
MYLK3,COX20,23,1,0,0,23,0,0
ZNF432,SERPINB9,13,1,1,0,1,12,0
BRIP1,APOL2,41,1,1,0,8,33,0
TTLL1,BRD1,29,0,0,1,0,0,29
MAP1LC3C,EXOSC6,16,1,0,0,16,0,0
UGGT1,TCAF2,51,0,1,0,0,51,0
RBBP4,PSPH,35,1,0,1,32,0,3
NARF,FAM213A,21,1,0,1,1,0,20
SLC35F6,FBXW2,19,0,0,1,0,0,19
CD82,ANKRD12,14,1,0,1,3,0,11
TRPM6,CLPX,16,1,0,0,16,0,0
TMEM131L,COA1,124,0,0,1,0,0,124
TMEM120B,CTSC,30,0,1,0,0,30,0
SHROOM3,DTNB,15,0,0,1,0,0,15
MAGT1,ARFIP2,21,1,0,0,21,0,0
TSPYL1,TRIM52,20,1,1,0,12,8,0
GNB4,DIS3L,15,0,1,1,0,7,8
SIGLEC8,AASS,21,0,1,0,0,21,0
ZNF667,KLHL5,93,1,1,0,92,1,0
ZNF347,LNPK,83,1,0,0,83,0,0
PLAC9,CAMTA1,40,0,1,0,0,40,0
SLC5A5,PDXK,13,1,0,0,13,0,0
TUBD1,SCNM1,154,1,1,1,56,2,96
ZNF805,HEATR5A,34,1,1,1,27,1,6
ZNF438,PGS1,18,1,0,0,18,0,0
SNX24,CPSF2,33,1,1,1,29,1,3
TCP11L1,SNX1,24,0,0,1,0,0,24
STK4,ALDH5A1,13,1,0,0,13,0,0
VPS33A,SRL,14,1,0,0,14,0,0
METTL22,DSTYK,21,1,0,1,1,0,20
TMEM131L,NDRG3,90,0,0,1,0,0,90
SGK3,SERPINB9,24,1,0,1,13,0,11
PTPN2,KIF3A,18,1,0,0,18,0,0
TMEM170A,RFTN2,38,1,0,0,38,0,0
MCCC2,GCM1,49,0,0,1,0,0,49
C8orf44-SGK3,BPNT1,17,0,1,0,0,17,0
TMC4,OPA3,15,1,0,0,15,0,0
USP45,DDHD1,44,1,1,1,28,3,13
PPARA,FAM126B,124,1,0,1,93,0,31
RIPPLY3,ANKRD10,18,1,0,0,18,0,0
SPATA13,MANSC1,18,0,1,0,0,18,0
RASGRP3,CERS5,28,1,1,1,2,21,5
TRIM13,ARMC4,23,1,0,0,23,0,0
LIAS,CXorf21,16,0,0,1,0,0,16
RHOBTB3,APOL6,13,1,0,0,13,0,0
METTL8,LOC112268375,13,1,1,1,2,8,3
PPIP5K1,CD200,13,0,1,0,0,13,0
SPN,PDP2,15,1,0,0,15,0,0
METTL6,ARPP19,18,0,1,1,0,4,14
UGCG,LPP,102,1,1,0,77,25,0
SLC44A5,PEX13,41,0,0,1,0,0,41
STK32C,LOC107985246,167,1,1,1,85,52,30
SCAI,CYCS,25,1,1,1,3,1,21
ZNF283,XPNPEP3,21,1,1,1,4,1,16
CPNE8,C17orf77,16,1,1,1,2,13,1
ZNF880,METTL8,13,1,0,0,13,0,0
SRR,POU2AF1,15,1,0,0,15,0,0
ZNF333,CBX5,37,0,1,1,0,1,36
SIRPB2,BCLAF3,28,0,0,1,0,0,28
RP2,C5orf24,13,0,0,1,0,0,13
HELZ,EEF1AKMT4,14,0,1,0,0,14,0
SPATA13,LRRC7,41,1,0,0,41,0,0
SMYD4,CCDC81,23,1,0,0,23,0,0
ZNF727,FBXO44,17,0,1,0,0,17,0
INTS2,ERAP2,19,0,1,0,0,19,0
TDRD12,C12orf43,107,1,0,1,1,0,106
LGMN,GREB1,50,0,0,1,0,0,50
TULP4,SLC48A1,26,1,0,0,26,0,0
TFDP2,EIF2AK2,71,1,1,0,61,10,0
HMGN1,CAMLG,43,0,1,0,0,43,0
SCIMP,DAPP1,27,1,0,0,27,0,0
APOBEC3F,APOBEC3D,22,1,0,1,1,0,21
OPRM1,GNE,109,0,0,1,0,0,108
ZNF529,SPPL2A,40,0,0,1,0,0,40
TMEM159,GPR65,35,0,1,0,0,35,0
ZNF785,LRCH3,29,1,1,0,14,15,0
SUV39H2,ALDH6A1,28,0,0,1,0,0,28
ZBTB8A,OPRM1,26,0,1,1,0,10,15
IRGQ,CCDC125,24,1,0,1,1,0,23
MIGA1,CEP78,18,1,0,0,18,0,0
SIGLEC10,MAP3K13,16,1,1,0,3,13,0
MOCS3,DFFB,14,0,0,1,0,0,14
TNFAIP8L1,PPM1K,55,1,1,1,1,4,50
PIKFYVE,GPR18,43,0,0,1,0,0,43
ZNF2,NPIPB2,41,1,1,0,18,23,0
UBA52,DGKH,37,1,0,0,37,0,0
ZC3HAV1,ERLEC1,17,1,0,0,17,0,0
PEX11A,ADAT1,25,1,0,0,25,0,0
KIF18B,HELB,17,1,1,0,15,2,0
TNIP1,SLC25A32,13,1,1,1,2,9,2
LRCH3,ALDH6A1,39,0,1,1,0,30,5
ZNF2,FBXL20,19,1,1,1,1,17,1
CARD8,ATXN3,175,1,1,0,174,1,0
GPI,DCP1A,15,0,1,0,0,15,0
EIF3I,CLK3,13,1,0,1,8,0,5
ZNF554,SVOP,26,1,1,1,3,1,22
NPC1,MDM4,13,0,1,0,0,13,0
TMC7,MCMDC2,33,0,0,1,0,0,33
SRSF8,KLF17,14,0,0,1,0,0,14
PRR12,CD82,44,1,0,0,44,0,0
ZNF43,TRAF3IP2,75,1,1,1,7,3,65
FAXC,FAM98C,40,1,0,0,40,0,0
SLC24A4,ALDH6A1,39,1,0,1,36,0,3
CBFA2T2,AP4E1,53,1,1,0,44,9,0
TPMT,CXorf56,23,1,1,0,20,3,0
KBTBD12,ADAT1,43,1,0,1,3,0,40
TNFAIP8L1,SPC24,36,1,1,0,34,2,0
PCDHB9,OSBPL2,19,1,1,1,1,1,17
UBOX5,IRF1,20,1,1,0,19,1,0
WRAP53,IKZF3,52,1,0,1,18,0,34
ZNF347,COA1,15,0,1,1,0,4,11
USP54,DAB1,42,1,1,0,1,41,0
PKNOX1,AP4S1,26,1,1,0,1,25,0
NUDT19,AP3M1,19,1,0,0,19,0,0
MSANTD2,KCNN3,13,1,0,1,1,0,12
ZNF426,ZNF136,33,1,0,0,33,0,0
RIPOR2,CCDC157,44,0,1,1,0,1,43
ZNF548,ASCC1,64,1,1,0,1,63,0
UBIAD1,C19orf48,31,1,0,0,31,0,0
RETSAT,PEBP1,28,1,1,1,2,23,3
ZBTB37,CERK,13,0,0,1,0,0,13
WDSUB1,ANAPC15,13,1,0,0,13,0,0
SYNE2,CCDC157,13,0,1,0,0,13,0
TIPIN,TFDP2,200,1,0,0,200,0,0
OPHN1,C12orf50,456,1,1,1,221,115,120
REEP3,PCBP3,61,1,0,0,61,0,0
TDRKH,HYAL1,388,1,1,1,212,100,76
ZNF33B,GEMIN8,41,1,0,1,1,0,40
STT3B,GNE,13,1,0,0,13,0,0
POU5F1,IDS,34,1,1,0,1,33,0
RSU1,EMCN,24,1,1,0,23,1,0
SOGA1,GPR155,24,0,1,1,0,19,5
RAD51D,NUBPL,20,0,0,1,0,0,20
USP14,AHCYL1,62,0,1,0,0,62,0
NARF,GPRIN3,31,1,0,0,31,0,0
MPIG6B,CYP4V2,26,0,1,0,0,26,0
ST6GAL2,NOL9,13,0,1,0,0,13,0
TRMT2B,CENPL,47,0,0,1,0,0,47
RLIM,RGS12,13,1,1,0,1,12,0
TLR6,CNKSR2,26,1,0,0,26,0,0
ZFP28,TLCD2,26,1,1,1,23,1,2
UBN2,ITGAX,20,1,1,0,18,2,0
RGPD2,MECR,21,0,0,1,0,0,21
TRMT2B,LGMN,114,1,1,1,4,23,87
PPP2R1B,EPPIN,33,1,1,1,10,10,13
ZNF37A,NT5DC3,44,0,1,0,0,44,0
HACD2,FMN1,52,1,1,1,49,1,2
TRIM16L,PRKAR2A,16,0,1,0,0,16,0
PCDH9,AP3M1,28,0,1,0,0,28,0
HASPIN,CHM,14,0,0,1,0,0,14
ORC6,MYEF2,55,1,1,1,16,4,35
USO1,PWWP2A,22,0,1,0,0,22,0
OGFRL1,LRRC2,15,1,0,1,1,0,14
ZNF554,IRF1,18,1,1,1,1,2,15
ZBTB8A,TNFSF15,21,0,1,1,0,20,1
SPATA33,NUBPL,13,1,0,0,13,0,0
CLMN,ANKRD17,58,1,1,0,1,57,0
SEH1L,GREB1,81,1,1,1,19,15,47
SLC11A2,IRF1,24,0,0,1,0,0,24
UBN2,PIGX,15,0,1,0,0,15,0
TMEM268,NEIL2,81,1,0,0,81,0,0
ZC3HAV1,PLEKHA7,47,0,1,0,0,47,0
ZNF454,RABL2A,44,1,0,1,2,0,42
SLC7A14,GATD1,26,1,0,1,15,0,11
XRCC2,HP1BP3,18,1,0,0,18,0,0
SCARF1,RNF41,17,1,0,1,5,0,12
TRMT2B,IL21R,40,0,0,1,0,0,40
SNX19,NRXN1,17,1,1,1,7,7,3
TMEM8B,SMIM14,66,1,0,1,11,0,55
TMEM8B,PLEKHB2,24,1,0,0,24,0,0
UBAP1L,DGKB,37,1,0,0,37,0,0
ZNF37A,GPI,17,1,1,1,8,7,2
ZNF805,SAR1B,24,1,1,1,1,3,20
SSBP2,DCUN1D2,63,0,0,1,0,0,63
NFX1,CHP1,13,1,1,0,2,11,0
FBLN7,DSG2,35,1,1,0,2,33,0
RPP38,OPA3,20,0,1,0,0,20,0
SETD9,MAP3K7CL,14,0,0,1,0,0,14
COX7A2L,CARD8,92,0,0,1,0,0,92
ZNF490,HIP1,19,1,0,1,8,0,11
IQCC,DCDC2B,18,1,0,1,4,0,14
RPN2,ATP5S,22,1,0,0,22,0,0
RHOBTB3,CYP4V2,14,1,0,1,1,0,13
PWWP2A,GOLGA2,30,1,0,0,30,0,0
IMMP2L,HAAO,16,1,0,0,16,0,0
ZKSCAN8,ATPSCKMT,44,1,1,0,8,36,0
DNAH12,ABCA9,26,0,1,0,0,26,0
